id_electoral,ano,tipo_eleccion,fecha_eleccion,coddpto,departamento,codmpio,municipio,circunscripcion,codigo_partido,codigo_lista,primer_apellido,segundo_apellido,nombres,votos,curules
420110004,2011,Gobernación,Octubre 30,15,BOYACA,15572,PUERTO BOYACA,Departamental,18490002,1,BARON,NEIRA,LEON RIGOBERTO,1241,0
420110004,2011,Gobernación,Octubre 30,15,BOYACA,15572,PUERTO BOYACA,Departamental,20110258,2,GRANADOS,BECERRA,JUAN CARLOS,9638,1
420110004,2011,Gobernación,Octubre 30,15,BOYACA,15572,PUERTO BOYACA,Departamental,19970004,3,MENDIETA,POVEDA,JORGE ARMANDO,375,0
420110004,2011,Gobernación,Octubre 30,15,BOYACA,15572,PUERTO BOYACA,Departamental,20090002,4,GUARIN,VIVAS,GONZALO,3005,0
420110004,2011,Gobernación,Octubre 30,15,BOYACA,15572,PUERTO BOYACA,Departamental,,997,TARJETAS NO MARCADAS,,,3238,0
420110004,2011,Gobernación,Octubre 30,15,BOYACA,15572,PUERTO BOYACA,Departamental,,998,VOTOS NULOS,,,490,0
420110004,2011,Gobernación,Octubre 30,15,BOYACA,15572,PUERTO BOYACA,Departamental,,999,VOTOS EN BLANCO,,,2062,0
420110004,2011,Gobernación,Octubre 30,15,BOYACA,15580,QUIPAMA,Departamental,18490002,1,BARON,NEIRA,LEON RIGOBERTO,163,0
420110004,2011,Gobernación,Octubre 30,15,BOYACA,15580,QUIPAMA,Departamental,20110258,2,GRANADOS,BECERRA,JUAN CARLOS,1055,1
420110004,2011,Gobernación,Octubre 30,15,BOYACA,15580,QUIPAMA,Departamental,19970004,3,MENDIETA,POVEDA,JORGE ARMANDO,32,0
420110004,2011,Gobernación,Octubre 30,15,BOYACA,15580,QUIPAMA,Departamental,20090002,4,GUARIN,VIVAS,GONZALO,1308,0
420110004,2011,Gobernación,Octubre 30,15,BOYACA,15580,QUIPAMA,Departamental,,997,TARJETAS NO MARCADAS,,,329,0
420110004,2011,Gobernación,Octubre 30,15,BOYACA,15580,QUIPAMA,Departamental,,998,VOTOS NULOS,,,38,0
420110004,2011,Gobernación,Octubre 30,15,BOYACA,15580,QUIPAMA,Departamental,,999,VOTOS EN BLANCO,,,53,0
420110004,2011,Gobernación,Octubre 30,15,BOYACA,15599,RAMIRIQUI,Departamental,18490002,1,BARON,NEIRA,LEON RIGOBERTO,883,0
420110004,2011,Gobernación,Octubre 30,15,BOYACA,15599,RAMIRIQUI,Departamental,20110258,2,GRANADOS,BECERRA,JUAN CARLOS,3846,1
420110004,2011,Gobernación,Octubre 30,15,BOYACA,15599,RAMIRIQUI,Departamental,19970004,3,MENDIETA,POVEDA,JORGE ARMANDO,32,0
420110004,2011,Gobernación,Octubre 30,15,BOYACA,15599,RAMIRIQUI,Departamental,20090002,4,GUARIN,VIVAS,GONZALO,306,0
420110004,2011,Gobernación,Octubre 30,15,BOYACA,15599,RAMIRIQUI,Departamental,,997,TARJETAS NO MARCADAS,,,375,0
420110004,2011,Gobernación,Octubre 30,15,BOYACA,15599,RAMIRIQUI,Departamental,,998,VOTOS NULOS,,,69,0
420110004,2011,Gobernación,Octubre 30,15,BOYACA,15599,RAMIRIQUI,Departamental,,999,VOTOS EN BLANCO,,,161,0
420110004,2011,Gobernación,Octubre 30,15,BOYACA,15600,RAQUIRA,Departamental,18490002,1,BARON,NEIRA,LEON RIGOBERTO,235,0
420110004,2011,Gobernación,Octubre 30,15,BOYACA,15600,RAQUIRA,Departamental,20110258,2,GRANADOS,BECERRA,JUAN CARLOS,1569,1
420110004,2011,Gobernación,Octubre 30,15,BOYACA,15600,RAQUIRA,Departamental,19970004,3,MENDIETA,POVEDA,JORGE ARMANDO,28,0
420110004,2011,Gobernación,Octubre 30,15,BOYACA,15600,RAQUIRA,Departamental,20090002,4,GUARIN,VIVAS,GONZALO,924,0
420110004,2011,Gobernación,Octubre 30,15,BOYACA,15600,RAQUIRA,Departamental,,997,TARJETAS NO MARCADAS,,,427,0
420110004,2011,Gobernación,Octubre 30,15,BOYACA,15600,RAQUIRA,Departamental,,998,VOTOS NULOS,,,34,0
420110004,2011,Gobernación,Octubre 30,15,BOYACA,15600,RAQUIRA,Departamental,,999,VOTOS EN BLANCO,,,139,0
420110004,2011,Gobernación,Octubre 30,15,BOYACA,15621,RONDON,Departamental,18490002,1,BARON,NEIRA,LEON RIGOBERTO,495,0
420110004,2011,Gobernación,Octubre 30,15,BOYACA,15621,RONDON,Departamental,20110258,2,GRANADOS,BECERRA,JUAN CARLOS,879,1
420110004,2011,Gobernación,Octubre 30,15,BOYACA,15621,RONDON,Departamental,19970004,3,MENDIETA,POVEDA,JORGE ARMANDO,10,0
420110004,2011,Gobernación,Octubre 30,15,BOYACA,15621,RONDON,Departamental,20090002,4,GUARIN,VIVAS,GONZALO,109,0
420110004,2011,Gobernación,Octubre 30,15,BOYACA,15621,RONDON,Departamental,,997,TARJETAS NO MARCADAS,,,161,0
420110004,2011,Gobernación,Octubre 30,15,BOYACA,15621,RONDON,Departamental,,998,VOTOS NULOS,,,13,0
420110004,2011,Gobernación,Octubre 30,15,BOYACA,15621,RONDON,Departamental,,999,VOTOS EN BLANCO,,,40,0
420110004,2011,Gobernación,Octubre 30,15,BOYACA,15632,SABOYA,Departamental,18490002,1,BARON,NEIRA,LEON RIGOBERTO,2628,0
420110004,2011,Gobernación,Octubre 30,15,BOYACA,15632,SABOYA,Departamental,20110258,2,GRANADOS,BECERRA,JUAN CARLOS,2307,1
420110004,2011,Gobernación,Octubre 30,15,BOYACA,15632,SABOYA,Departamental,19970004,3,MENDIETA,POVEDA,JORGE ARMANDO,60,0
420110004,2011,Gobernación,Octubre 30,15,BOYACA,15632,SABOYA,Departamental,20090002,4,GUARIN,VIVAS,GONZALO,850,0
420110004,2011,Gobernación,Octubre 30,15,BOYACA,15632,SABOYA,Departamental,,997,TARJETAS NO MARCADAS,,,647,0
420110004,2011,Gobernación,Octubre 30,15,BOYACA,15632,SABOYA,Departamental,,998,VOTOS NULOS,,,152,0
420110004,2011,Gobernación,Octubre 30,15,BOYACA,15632,SABOYA,Departamental,,999,VOTOS EN BLANCO,,,224,0
420110004,2011,Gobernación,Octubre 30,15,BOYACA,15638,SACHICA,Departamental,18490002,1,BARON,NEIRA,LEON RIGOBERTO,198,0
420110004,2011,Gobernación,Octubre 30,15,BOYACA,15638,SACHICA,Departamental,20110258,2,GRANADOS,BECERRA,JUAN CARLOS,1175,1
420110004,2011,Gobernación,Octubre 30,15,BOYACA,15638,SACHICA,Departamental,19970004,3,MENDIETA,POVEDA,JORGE ARMANDO,20,0
420110004,2011,Gobernación,Octubre 30,15,BOYACA,15638,SACHICA,Departamental,20090002,4,GUARIN,VIVAS,GONZALO,688,0
420110004,2011,Gobernación,Octubre 30,15,BOYACA,15638,SACHICA,Departamental,,997,TARJETAS NO MARCADAS,,,249,0
420110004,2011,Gobernación,Octubre 30,15,BOYACA,15638,SACHICA,Departamental,,998,VOTOS NULOS,,,35,0
420110004,2011,Gobernación,Octubre 30,15,BOYACA,15638,SACHICA,Departamental,,999,VOTOS EN BLANCO,,,54,0
420110004,2011,Gobernación,Octubre 30,15,BOYACA,15646,SAMACA,Departamental,18490002,1,BARON,NEIRA,LEON RIGOBERTO,182,0
420110004,2011,Gobernación,Octubre 30,15,BOYACA,15646,SAMACA,Departamental,20110258,2,GRANADOS,BECERRA,JUAN CARLOS,3688,1
420110004,2011,Gobernación,Octubre 30,15,BOYACA,15646,SAMACA,Departamental,19970004,3,MENDIETA,POVEDA,JORGE ARMANDO,33,0
420110004,2011,Gobernación,Octubre 30,15,BOYACA,15646,SAMACA,Departamental,20090002,4,GUARIN,VIVAS,GONZALO,4028,0
420110004,2011,Gobernación,Octubre 30,15,BOYACA,15646,SAMACA,Departamental,,997,TARJETAS NO MARCADAS,,,551,0
420110004,2011,Gobernación,Octubre 30,15,BOYACA,15646,SAMACA,Departamental,,998,VOTOS NULOS,,,102,0
420110004,2011,Gobernación,Octubre 30,15,BOYACA,15646,SAMACA,Departamental,,999,VOTOS EN BLANCO,,,291,0
420110004,2011,Gobernación,Octubre 30,15,BOYACA,15660,SAN EDUARDO,Departamental,18490002,1,BARON,NEIRA,LEON RIGOBERTO,84,0
420110004,2011,Gobernación,Octubre 30,15,BOYACA,15660,SAN EDUARDO,Departamental,20110258,2,GRANADOS,BECERRA,JUAN CARLOS,811,1
420110004,2011,Gobernación,Octubre 30,15,BOYACA,15660,SAN EDUARDO,Departamental,19970004,3,MENDIETA,POVEDA,JORGE ARMANDO,4,0
420110004,2011,Gobernación,Octubre 30,15,BOYACA,15660,SAN EDUARDO,Departamental,20090002,4,GUARIN,VIVAS,GONZALO,94,0
420110004,2011,Gobernación,Octubre 30,15,BOYACA,15660,SAN EDUARDO,Departamental,,997,TARJETAS NO MARCADAS,,,61,0
420110004,2011,Gobernación,Octubre 30,15,BOYACA,15660,SAN EDUARDO,Departamental,,998,VOTOS NULOS,,,15,0
420110004,2011,Gobernación,Octubre 30,15,BOYACA,15660,SAN EDUARDO,Departamental,,999,VOTOS EN BLANCO,,,45,0
420110004,2011,Gobernación,Octubre 30,15,BOYACA,15664,SAN JOSE DE PARE,Departamental,18490002,1,BARON,NEIRA,LEON RIGOBERTO,589,0
420110004,2011,Gobernación,Octubre 30,15,BOYACA,15664,SAN JOSE DE PARE,Departamental,20110258,2,GRANADOS,BECERRA,JUAN CARLOS,1873,1
420110004,2011,Gobernación,Octubre 30,15,BOYACA,15664,SAN JOSE DE PARE,Departamental,19970004,3,MENDIETA,POVEDA,JORGE ARMANDO,30,0
420110004,2011,Gobernación,Octubre 30,15,BOYACA,15664,SAN JOSE DE PARE,Departamental,20090002,4,GUARIN,VIVAS,GONZALO,454,0
420110004,2011,Gobernación,Octubre 30,15,BOYACA,15664,SAN JOSE DE PARE,Departamental,,997,TARJETAS NO MARCADAS,,,546,0
420110004,2011,Gobernación,Octubre 30,15,BOYACA,15664,SAN JOSE DE PARE,Departamental,,998,VOTOS NULOS,,,16,0
420110004,2011,Gobernación,Octubre 30,15,BOYACA,15664,SAN JOSE DE PARE,Departamental,,999,VOTOS EN BLANCO,,,131,0
420110004,2011,Gobernación,Octubre 30,15,BOYACA,15667,SAN LUIS DE GACENO,Departamental,18490002,1,BARON,NEIRA,LEON RIGOBERTO,815,0
420110004,2011,Gobernación,Octubre 30,15,BOYACA,15667,SAN LUIS DE GACENO,Departamental,20110258,2,GRANADOS,BECERRA,JUAN CARLOS,1484,1
420110004,2011,Gobernación,Octubre 30,15,BOYACA,15667,SAN LUIS DE GACENO,Departamental,19970004,3,MENDIETA,POVEDA,JORGE ARMANDO,18,0
420110004,2011,Gobernación,Octubre 30,15,BOYACA,15667,SAN LUIS DE GACENO,Departamental,20090002,4,GUARIN,VIVAS,GONZALO,482,0
420110004,2011,Gobernación,Octubre 30,15,BOYACA,15667,SAN LUIS DE GACENO,Departamental,,997,TARJETAS NO MARCADAS,,,234,0
420110004,2011,Gobernación,Octubre 30,15,BOYACA,15667,SAN LUIS DE GACENO,Departamental,,998,VOTOS NULOS,,,38,0
420110004,2011,Gobernación,Octubre 30,15,BOYACA,15667,SAN LUIS DE GACENO,Departamental,,999,VOTOS EN BLANCO,,,56,0
420110004,2011,Gobernación,Octubre 30,15,BOYACA,15673,SAN MATEO,Departamental,18490002,1,BARON,NEIRA,LEON RIGOBERTO,1013,0
420110004,2011,Gobernación,Octubre 30,15,BOYACA,15673,SAN MATEO,Departamental,20110258,2,GRANADOS,BECERRA,JUAN CARLOS,860,1
420110004,2011,Gobernación,Octubre 30,15,BOYACA,15673,SAN MATEO,Departamental,19970004,3,MENDIETA,POVEDA,JORGE ARMANDO,23,0
420110004,2011,Gobernación,Octubre 30,15,BOYACA,15673,SAN MATEO,Departamental,20090002,4,GUARIN,VIVAS,GONZALO,413,0
420110004,2011,Gobernación,Octubre 30,15,BOYACA,15673,SAN MATEO,Departamental,,997,TARJETAS NO MARCADAS,,,220,0
420110004,2011,Gobernación,Octubre 30,15,BOYACA,15673,SAN MATEO,Departamental,,998,VOTOS NULOS,,,29,0
420110004,2011,Gobernación,Octubre 30,15,BOYACA,15673,SAN MATEO,Departamental,,999,VOTOS EN BLANCO,,,25,0
420110004,2011,Gobernación,Octubre 30,15,BOYACA,15676,SAN MIGUEL DE SEMA,Departamental,18490002,1,BARON,NEIRA,LEON RIGOBERTO,562,0
420110004,2011,Gobernación,Octubre 30,15,BOYACA,15676,SAN MIGUEL DE SEMA,Departamental,20110258,2,GRANADOS,BECERRA,JUAN CARLOS,990,1
420110004,2011,Gobernación,Octubre 30,15,BOYACA,15676,SAN MIGUEL DE SEMA,Departamental,19970004,3,MENDIETA,POVEDA,JORGE ARMANDO,15,0
420110004,2011,Gobernación,Octubre 30,15,BOYACA,15676,SAN MIGUEL DE SEMA,Departamental,20090002,4,GUARIN,VIVAS,GONZALO,38,0
420110004,2011,Gobernación,Octubre 30,15,BOYACA,15676,SAN MIGUEL DE SEMA,Departamental,,997,TARJETAS NO MARCADAS,,,180,0
420110004,2011,Gobernación,Octubre 30,15,BOYACA,15676,SAN MIGUEL DE SEMA,Departamental,,998,VOTOS NULOS,,,24,0
420110004,2011,Gobernación,Octubre 30,15,BOYACA,15676,SAN MIGUEL DE SEMA,Departamental,,999,VOTOS EN BLANCO,,,80,0
420110004,2011,Gobernación,Octubre 30,15,BOYACA,15681,SAN PABLO DE BORBUR,Departamental,18490002,1,BARON,NEIRA,LEON RIGOBERTO,886,0
420110004,2011,Gobernación,Octubre 30,15,BOYACA,15681,SAN PABLO DE BORBUR,Departamental,20110258,2,GRANADOS,BECERRA,JUAN CARLOS,1529,1
420110004,2011,Gobernación,Octubre 30,15,BOYACA,15681,SAN PABLO DE BORBUR,Departamental,19970004,3,MENDIETA,POVEDA,JORGE ARMANDO,75,0
420110004,2011,Gobernación,Octubre 30,15,BOYACA,15681,SAN PABLO DE BORBUR,Departamental,20090002,4,GUARIN,VIVAS,GONZALO,420,0
420110004,2011,Gobernación,Octubre 30,15,BOYACA,15681,SAN PABLO DE BORBUR,Departamental,,997,TARJETAS NO MARCADAS,,,518,0
420110004,2011,Gobernación,Octubre 30,15,BOYACA,15681,SAN PABLO DE BORBUR,Departamental,,998,VOTOS NULOS,,,60,0
420110004,2011,Gobernación,Octubre 30,15,BOYACA,15681,SAN PABLO DE BORBUR,Departamental,,999,VOTOS EN BLANCO,,,131,0
420110004,2011,Gobernación,Octubre 30,15,BOYACA,15686,SANTANA,Departamental,18490002,1,BARON,NEIRA,LEON RIGOBERTO,476,0
420110004,2011,Gobernación,Octubre 30,15,BOYACA,15686,SANTANA,Departamental,20110258,2,GRANADOS,BECERRA,JUAN CARLOS,2534,1
420110004,2011,Gobernación,Octubre 30,15,BOYACA,15686,SANTANA,Departamental,19970004,3,MENDIETA,POVEDA,JORGE ARMANDO,22,0
420110004,2011,Gobernación,Octubre 30,15,BOYACA,15686,SANTANA,Departamental,20090002,4,GUARIN,VIVAS,GONZALO,254,0
420110004,2011,Gobernación,Octubre 30,15,BOYACA,15686,SANTANA,Departamental,,997,TARJETAS NO MARCADAS,,,637,0
420110004,2011,Gobernación,Octubre 30,15,BOYACA,15686,SANTANA,Departamental,,998,VOTOS NULOS,,,34,0
420110004,2011,Gobernación,Octubre 30,15,BOYACA,15686,SANTANA,Departamental,,999,VOTOS EN BLANCO,,,141,0
420110004,2011,Gobernación,Octubre 30,15,BOYACA,15690,SANTA MARIA,Departamental,18490002,1,BARON,NEIRA,LEON RIGOBERTO,366,0
420110004,2011,Gobernación,Octubre 30,15,BOYACA,15690,SANTA MARIA,Departamental,20110258,2,GRANADOS,BECERRA,JUAN CARLOS,1344,1
420110004,2011,Gobernación,Octubre 30,15,BOYACA,15690,SANTA MARIA,Departamental,19970004,3,MENDIETA,POVEDA,JORGE ARMANDO,122,0
420110004,2011,Gobernación,Octubre 30,15,BOYACA,15690,SANTA MARIA,Departamental,20090002,4,GUARIN,VIVAS,GONZALO,194,0
420110004,2011,Gobernación,Octubre 30,15,BOYACA,15690,SANTA MARIA,Departamental,,997,TARJETAS NO MARCADAS,,,110,0
420110004,2011,Gobernación,Octubre 30,15,BOYACA,15690,SANTA MARIA,Departamental,,998,VOTOS NULOS,,,58,0
420110004,2011,Gobernación,Octubre 30,15,BOYACA,15690,SANTA MARIA,Departamental,,999,VOTOS EN BLANCO,,,57,0
420110004,2011,Gobernación,Octubre 30,15,BOYACA,15693,SANTA ROSA DE VITERBO,Departamental,18490002,1,BARON,NEIRA,LEON RIGOBERTO,772,0
420110004,2011,Gobernación,Octubre 30,15,BOYACA,15693,SANTA ROSA DE VITERBO,Departamental,20110258,2,GRANADOS,BECERRA,JUAN CARLOS,2443,1
420110004,2011,Gobernación,Octubre 30,15,BOYACA,15693,SANTA ROSA DE VITERBO,Departamental,19970004,3,MENDIETA,POVEDA,JORGE ARMANDO,15,0
420110004,2011,Gobernación,Octubre 30,15,BOYACA,15693,SANTA ROSA DE VITERBO,Departamental,20090002,4,GUARIN,VIVAS,GONZALO,1632,0
420110004,2011,Gobernación,Octubre 30,15,BOYACA,15693,SANTA ROSA DE VITERBO,Departamental,,997,TARJETAS NO MARCADAS,,,225,0
420110004,2011,Gobernación,Octubre 30,15,BOYACA,15693,SANTA ROSA DE VITERBO,Departamental,,998,VOTOS NULOS,,,73,0
420110004,2011,Gobernación,Octubre 30,15,BOYACA,15693,SANTA ROSA DE VITERBO,Departamental,,999,VOTOS EN BLANCO,,,134,0
420110004,2011,Gobernación,Octubre 30,15,BOYACA,15696,SANTA SOFIA,Departamental,18490002,1,BARON,NEIRA,LEON RIGOBERTO,805,0
420110004,2011,Gobernación,Octubre 30,15,BOYACA,15696,SANTA SOFIA,Departamental,20110258,2,GRANADOS,BECERRA,JUAN CARLOS,799,1
420110004,2011,Gobernación,Octubre 30,15,BOYACA,15696,SANTA SOFIA,Departamental,19970004,3,MENDIETA,POVEDA,JORGE ARMANDO,60,0
420110004,2011,Gobernación,Octubre 30,15,BOYACA,15696,SANTA SOFIA,Departamental,20090002,4,GUARIN,VIVAS,GONZALO,212,0
420110004,2011,Gobernación,Octubre 30,15,BOYACA,15696,SANTA SOFIA,Departamental,,997,TARJETAS NO MARCADAS,,,184,0
420110004,2011,Gobernación,Octubre 30,15,BOYACA,15696,SANTA SOFIA,Departamental,,998,VOTOS NULOS,,,20,0
420110004,2011,Gobernación,Octubre 30,15,BOYACA,15696,SANTA SOFIA,Departamental,,999,VOTOS EN BLANCO,,,82,0
420110004,2011,Gobernación,Octubre 30,15,BOYACA,15720,SATIVANORTE,Departamental,18490002,1,BARON,NEIRA,LEON RIGOBERTO,664,0
420110004,2011,Gobernación,Octubre 30,15,BOYACA,15720,SATIVANORTE,Departamental,20110258,2,GRANADOS,BECERRA,JUAN CARLOS,592,1
420110004,2011,Gobernación,Octubre 30,15,BOYACA,15720,SATIVANORTE,Departamental,19970004,3,MENDIETA,POVEDA,JORGE ARMANDO,10,0
420110004,2011,Gobernación,Octubre 30,15,BOYACA,15720,SATIVANORTE,Departamental,20090002,4,GUARIN,VIVAS,GONZALO,390,0
420110004,2011,Gobernación,Octubre 30,15,BOYACA,15720,SATIVANORTE,Departamental,,997,TARJETAS NO MARCADAS,,,180,0
420110004,2011,Gobernación,Octubre 30,15,BOYACA,15720,SATIVANORTE,Departamental,,998,VOTOS NULOS,,,8,0
420110004,2011,Gobernación,Octubre 30,15,BOYACA,15720,SATIVANORTE,Departamental,,999,VOTOS EN BLANCO,,,25,0
420110004,2011,Gobernación,Octubre 30,15,BOYACA,15723,SATIVASUR,Departamental,18490002,1,BARON,NEIRA,LEON RIGOBERTO,380,0
420110004,2011,Gobernación,Octubre 30,15,BOYACA,15723,SATIVASUR,Departamental,20110258,2,GRANADOS,BECERRA,JUAN CARLOS,428,1
420110004,2011,Gobernación,Octubre 30,15,BOYACA,15723,SATIVASUR,Departamental,19970004,3,MENDIETA,POVEDA,JORGE ARMANDO,2,0
420110004,2011,Gobernación,Octubre 30,15,BOYACA,15723,SATIVASUR,Departamental,20090002,4,GUARIN,VIVAS,GONZALO,48,0
420110004,2011,Gobernación,Octubre 30,15,BOYACA,15723,SATIVASUR,Departamental,,997,TARJETAS NO MARCADAS,,,44,0
420110004,2011,Gobernación,Octubre 30,15,BOYACA,15723,SATIVASUR,Departamental,,998,VOTOS NULOS,,,5,0
420110004,2011,Gobernación,Octubre 30,15,BOYACA,15723,SATIVASUR,Departamental,,999,VOTOS EN BLANCO,,,14,0
420110004,2011,Gobernación,Octubre 30,15,BOYACA,15740,SIACHOQUE,Departamental,18490002,1,BARON,NEIRA,LEON RIGOBERTO,729,0
420110004,2011,Gobernación,Octubre 30,15,BOYACA,15740,SIACHOQUE,Departamental,20110258,2,GRANADOS,BECERRA,JUAN CARLOS,1206,1
420110004,2011,Gobernación,Octubre 30,15,BOYACA,15740,SIACHOQUE,Departamental,19970004,3,MENDIETA,POVEDA,JORGE ARMANDO,78,0
420110004,2011,Gobernación,Octubre 30,15,BOYACA,15740,SIACHOQUE,Departamental,20090002,4,GUARIN,VIVAS,GONZALO,1878,0
420110004,2011,Gobernación,Octubre 30,15,BOYACA,15740,SIACHOQUE,Departamental,,997,TARJETAS NO MARCADAS,,,389,0
420110004,2011,Gobernación,Octubre 30,15,BOYACA,15740,SIACHOQUE,Departamental,,998,VOTOS NULOS,,,73,0
420110004,2011,Gobernación,Octubre 30,15,BOYACA,15740,SIACHOQUE,Departamental,,999,VOTOS EN BLANCO,,,144,0
420110004,2011,Gobernación,Octubre 30,15,BOYACA,15753,SOATA,Departamental,18490002,1,BARON,NEIRA,LEON RIGOBERTO,1688,0
420110004,2011,Gobernación,Octubre 30,15,BOYACA,15753,SOATA,Departamental,20110258,2,GRANADOS,BECERRA,JUAN CARLOS,2248,1
420110004,2011,Gobernación,Octubre 30,15,BOYACA,15753,SOATA,Departamental,19970004,3,MENDIETA,POVEDA,JORGE ARMANDO,26,0
420110004,2011,Gobernación,Octubre 30,15,BOYACA,15753,SOATA,Departamental,20090002,4,GUARIN,VIVAS,GONZALO,640,0
420110004,2011,Gobernación,Octubre 30,15,BOYACA,15753,SOATA,Departamental,,997,TARJETAS NO MARCADAS,,,272,0
420110004,2011,Gobernación,Octubre 30,15,BOYACA,15753,SOATA,Departamental,,998,VOTOS NULOS,,,61,0
420110004,2011,Gobernación,Octubre 30,15,BOYACA,15753,SOATA,Departamental,,999,VOTOS EN BLANCO,,,65,0
420110004,2011,Gobernación,Octubre 30,15,BOYACA,15755,SOCOTA,Departamental,18490002,1,BARON,NEIRA,LEON RIGOBERTO,359,0
420110004,2011,Gobernación,Octubre 30,15,BOYACA,15755,SOCOTA,Departamental,20110258,2,GRANADOS,BECERRA,JUAN CARLOS,2100,1
420110004,2011,Gobernación,Octubre 30,15,BOYACA,15755,SOCOTA,Departamental,19970004,3,MENDIETA,POVEDA,JORGE ARMANDO,27,0
420110004,2011,Gobernación,Octubre 30,15,BOYACA,15755,SOCOTA,Departamental,20090002,4,GUARIN,VIVAS,GONZALO,722,0
420110004,2011,Gobernación,Octubre 30,15,BOYACA,15755,SOCOTA,Departamental,,997,TARJETAS NO MARCADAS,,,680,0
420110004,2011,Gobernación,Octubre 30,15,BOYACA,15755,SOCOTA,Departamental,,998,VOTOS NULOS,,,42,0
420110004,2011,Gobernación,Octubre 30,15,BOYACA,15755,SOCOTA,Departamental,,999,VOTOS EN BLANCO,,,198,0
420110004,2011,Gobernación,Octubre 30,15,BOYACA,15757,SOCHA,Departamental,18490002,1,BARON,NEIRA,LEON RIGOBERTO,1097,0
420110004,2011,Gobernación,Octubre 30,15,BOYACA,15757,SOCHA,Departamental,20110258,2,GRANADOS,BECERRA,JUAN CARLOS,1627,1
420110004,2011,Gobernación,Octubre 30,15,BOYACA,15757,SOCHA,Departamental,19970004,3,MENDIETA,POVEDA,JORGE ARMANDO,8,0
420110004,2011,Gobernación,Octubre 30,15,BOYACA,15757,SOCHA,Departamental,20090002,4,GUARIN,VIVAS,GONZALO,715,0
420110004,2011,Gobernación,Octubre 30,15,BOYACA,15757,SOCHA,Departamental,,997,TARJETAS NO MARCADAS,,,400,0
420110004,2011,Gobernación,Octubre 30,15,BOYACA,15757,SOCHA,Departamental,,998,VOTOS NULOS,,,64,0
420110004,2011,Gobernación,Octubre 30,15,BOYACA,15757,SOCHA,Departamental,,999,VOTOS EN BLANCO,,,223,0
420110004,2011,Gobernación,Octubre 30,15,BOYACA,15759,SOGAMOSO,Departamental,18490002,1,BARON,NEIRA,LEON RIGOBERTO,4069,0
420110004,2011,Gobernación,Octubre 30,15,BOYACA,15759,SOGAMOSO,Departamental,20110258,2,GRANADOS,BECERRA,JUAN CARLOS,31320,1
420110004,2011,Gobernación,Octubre 30,15,BOYACA,15759,SOGAMOSO,Departamental,19970004,3,MENDIETA,POVEDA,JORGE ARMANDO,228,0
420110004,2011,Gobernación,Octubre 30,15,BOYACA,15759,SOGAMOSO,Departamental,20090002,4,GUARIN,VIVAS,GONZALO,9779,0
420110004,2011,Gobernación,Octubre 30,15,BOYACA,15759,SOGAMOSO,Departamental,,997,TARJETAS NO MARCADAS,,,2082,0
420110004,2011,Gobernación,Octubre 30,15,BOYACA,15759,SOGAMOSO,Departamental,,998,VOTOS NULOS,,,1190,0
420110004,2011,Gobernación,Octubre 30,15,BOYACA,15759,SOGAMOSO,Departamental,,999,VOTOS EN BLANCO,,,2654,0
420110004,2011,Gobernación,Octubre 30,15,BOYACA,15761,SOMONDOCO,Departamental,18490002,1,BARON,NEIRA,LEON RIGOBERTO,724,0
420110004,2011,Gobernación,Octubre 30,15,BOYACA,15761,SOMONDOCO,Departamental,20110258,2,GRANADOS,BECERRA,JUAN CARLOS,857,1
420110004,2011,Gobernación,Octubre 30,15,BOYACA,15761,SOMONDOCO,Departamental,19970004,3,MENDIETA,POVEDA,JORGE ARMANDO,63,0
420110004,2011,Gobernación,Octubre 30,15,BOYACA,15761,SOMONDOCO,Departamental,20090002,4,GUARIN,VIVAS,GONZALO,151,0
420110004,2011,Gobernación,Octubre 30,15,BOYACA,15761,SOMONDOCO,Departamental,,997,TARJETAS NO MARCADAS,,,213,0
420110004,2011,Gobernación,Octubre 30,15,BOYACA,15761,SOMONDOCO,Departamental,,998,VOTOS NULOS,,,6,0
420110004,2011,Gobernación,Octubre 30,15,BOYACA,15761,SOMONDOCO,Departamental,,999,VOTOS EN BLANCO,,,76,0
420110004,2011,Gobernación,Octubre 30,15,BOYACA,15762,SORA,Departamental,18490002,1,BARON,NEIRA,LEON RIGOBERTO,135,0
420110004,2011,Gobernación,Octubre 30,15,BOYACA,15762,SORA,Departamental,20110258,2,GRANADOS,BECERRA,JUAN CARLOS,1027,1
420110004,2011,Gobernación,Octubre 30,15,BOYACA,15762,SORA,Departamental,19970004,3,MENDIETA,POVEDA,JORGE ARMANDO,23,0
420110004,2011,Gobernación,Octubre 30,15,BOYACA,15762,SORA,Departamental,20090002,4,GUARIN,VIVAS,GONZALO,611,0
420110004,2011,Gobernación,Octubre 30,15,BOYACA,15762,SORA,Departamental,,997,TARJETAS NO MARCADAS,,,135,0
420110004,2011,Gobernación,Octubre 30,15,BOYACA,15762,SORA,Departamental,,998,VOTOS NULOS,,,19,0
420110004,2011,Gobernación,Octubre 30,15,BOYACA,15762,SORA,Departamental,,999,VOTOS EN BLANCO,,,52,0
420110004,2011,Gobernación,Octubre 30,15,BOYACA,15763,SOTAQUIRA,Departamental,18490002,1,BARON,NEIRA,LEON RIGOBERTO,687,0
420110004,2011,Gobernación,Octubre 30,15,BOYACA,15763,SOTAQUIRA,Departamental,20110258,2,GRANADOS,BECERRA,JUAN CARLOS,1284,1
